CODIGO;DESCRICAO;CODIGO TOP MANAGER;CATEGORIA;FAMILIA;NOMENCLATURA;;;;;;;;
9120694303;WSG COMPONENTE ANTI-ROUBO ACO INOXIDAVEL SUS304 2,0 MM 30523-WSG-01/30523-WSG-02 (3052303120);;;;;;;;;;;;
9120694060;CONECTOR MACHO RETO PRENSA CABO RIGIDO 1/2;;PRODUTO;CONECTOR;;;;;;;;;
9120694059;"CABO COAXIAL 1/2"""" - CABO LCF 12-50JA COBRE RFS";;PRODUTO;CABO;;;;;;;;;
9120694057;SUPORTE L PARA ANTENA 8 DBI;;;;;;;;;;;;
9120694053;CONECTOR MACHO RETO PRENSA CABO RIGIDO 7/8;;PRODUTO;CONECTOR;;;;;;;;;
9120694052;CABO LMR 400 COM 2 CONECTOR MACHO RETO (6 METROS);;PRODUTO;CABO;;;;;;;;;
9120694051;CABO COAXIAL LMR 400;;PRODUTO;CABO;;;;;;;;;
9120694050;CABO COAXIAL 7/8 - CABO LCF 78-50JA COBRE RFS;;PRODUTO;CABO;;;;;;;;;
9120694045;DISJUNTOR BIPOLAR PARA CORRENTE CONTINUA 20A;;;;;;;;;;;;
9120694044;DISJUNTOR MONO SDD61C20 3KA 20A;;;DIVERSOS;DISJUNTOR MONO SDD61C20 3KA 20A;;;;;;;;
9120694043;DISJUNTOR BIPOLAR SD62 CURVA C 3KA 63A;;;DIVERSOS;DISJUNTOR BIPOLAR SD62 CURVA C 3KA 63A;;;;;;;;
9120694042;DISJUNTOR BIPOLAR SDD62C40 3KA 40A;;;DIVERSOS;DISJUNTOR BIPOLAR SDD62C40 3KA 40A;;;;;;;;
9120694041;MINIDISJUNTOR UNIPOLAR 3KA CURVA C 10A;;;DIVERSOS;MINIDISJUNTOR UNIPOLAR 3KA CURVA C 10A;;;;;;;;
9120694040;MINIDISJUNTOR UNIPOLAR 3KA CURVA C 20A;;;DIVERSOS;MINIDISJUNTOR UNIPOLAR 3KA CURVA C 20A;;;;;;;;
9120693332;DISJUNTOR SERIE SD61 6A 1P CURVA C 3KA 400V - STECK SDZD61C06;;;;;;;;;;;;
9120692962;ALCA PREF DE SERVICO PARA CONDUTOR DE ALUMINIO NU 5AWG 16MM;;;;;;;;;;;;
9120692955;HASTE DE ATERRAMENTO ACO - COBRE 2,40 M;;;;;;;;;;;;
9120692951;PARA-RAIOS CAPTOR TIPO FRANKLIN PARA INSTALACAO EM SUBESTACOES;;;;;;;;;;;;
9120692944;CONECTOR PINO DE TERMINAL 2,5MM2 (AZUL);;PRODUTO;CONECTOR;;;;;;;;;
9120692943;CONECTOR PINO DE TERMINAL 1,5MM2 (VERMELHO);;PRODUTO;CONECTOR;;;;;;;;;
9120692942;CONECTOR FORQUILHA DE TERMINAL 2,5MM2 (AZUL);;PRODUTO;CONECTOR;;;;;;;;;
9120692941;CONECTOR FORQUILHA DE TERMINAL 1,5MM2 (VERMELHO);;PRODUTO;CONECTOR;;;;;;;;;
9120692940;FIO DE ESPINAR DIELETRICO ARAMIDA 2MM;;;;;;;;;;;;
9120692937;CONECTOR TERMINAL DE COMPRESSAO COBRE 16 MM²;;PRODUTO;CONECTOR;;;;;;;;;
9120692918;MAO FRANCESA PLANA REFORCADA 619X32MM;;;;;;;;;;;;
9120692914;CONECTOR ATERRAMENTO CUNHA COBRE - FIO/FIO - 16 MM X 16 MM;;PRODUTO;CONECTOR;;;;;;;;;
9120692804;CABO FLEXIVEL 1.5 VERDE/AMARELO;;PRODUTO;CABO;;;;;;;;;
9120692803;CABO PP 2X1,5 MM2, PRETO E VERMELHO;;PRODUTO;CABO;;;;;;;;;
9120692550;CORDAO OPTICO SIMPLEX SM MONOMODO LC-PC/SC-APC, DIAMETRO 2MM - TAMANHO 10M;;;;;;;;;;;;
9120692536;CABO DE ACO COBREADO P/ ATERRAMENTO BIMETALICO 25 MM², 7 FIOS - 53% IACS;;PRODUTO;CABO;;;;;;;;;
9120692535;CABO DE ACO COBREADO PARA ATERRAMENTO 16MM 7 FIOS;;PRODUTO;CABO;;;;;;;;;
9120692525;CONVERSORES DE TENSAO (24V A 15V 3A);;;;;;;;;;;;
9120692411;CONECTOR EMENDA WAGO 2 VIAS PCT-212;;PRODUTO;CONECTOR;;;;;;;;;
9120692408;"APOIO PARA MASTRO TUBO 1.1/2""";;;;;;;;;;;;
9120692406;"BUCHA DE REDUCAO 1.1/2 X 3/4""";;;;;;;;;;;;
9120692405;"ABRACADEIRA INTERLIGACAO MASTRO SIMPLES 1.1/2""";;;;;;;;;;;;
9120692401;ABRACADEIRA DE NYLON 203 MM DDT - 1750 I3 - COR PRETA;;;;;;;;;;;;
9120692197;CABO ETHERNET CAT5E BLINDADO;;PRODUTO;CABO;;;;;;;;;
9120692196;CONECTOR MACHO PLUG RJ45 CAT5E BLINDADO;;PRODUTO;CONECTOR;;;;;;;;;
9120692082;PLACA DE IDENTIFICACAO DO MEDIDOR - UTILIZACAO APOS A MEDICAO;;;;;;;;;;;;
9120692066;INVERSOR ON-GRID LIVOLTEK GT1-3K6D1;;PRODUTO;INVERSOR - GT1;GT1-3K6D1;;;;;;;;
9120692048;ADAPTADOR C/ CENTELHADOR NA-42-PROTETOR DE SURTO P/ ANTENAS RADIOFREQ. INSTALADO NA BASE DA CAIXA GE;;;;;;;;;;;;
9120692031;BATERIA 12V 5A/H - ACESSORIOS GE;;PRODUTO;BATERIA;;;;;;;;;
9120692030;BATERIA 12V 12A/H - ACESSORIOS GE;;PRODUTO;BATERIA;;;;;;;;;
9120692028;BATERIA RECARREGAVEL DE ION DE LITIO (BLF51-5R31001);;PRODUTO;BATERIA BLF51;;;;;;;;;
9120691418;KIT DE DERIVACAO OPTICA COM SISTEMA DE VEDACAO SVT;;;;;;;;;;;;
9120691416;PROTETOR DE SURTO CLASSE II S/ SINALIZACAO REMOTA275VCA IN=20KA IMAX=45KA;;;DIVERSOS;PROTETOR DE SURTO CLASSE II S/ SINALIZACAO REMOTA275VCA IN=20KA IMAX=45KA;;;;;;;;
9120691415;PROTETOR DE EMENDA OPTICA;;;;;;;;;;;;
9120691414;PROTETOR DE SURTO (DPS) CLAMPER - 014308 - FRONT 275V 45KA;;;;;;;;;;;;
9120691396;FONTE UPS MCE, MODELO CN 12/10, 85-264 VCA, 12VCC/10A;;;;;;;;;;;;
9120690719;SUPORTE DE MONTAGEM GEP70;;;;;;;;;;;;
9120690531;PARA-RAIO 34,5 KV;;;;;;;;;;;;
9120690530;PARA-RAIO 15 KV;;;;;;;;;;;;
9120690519;SUPORTE DE MONTAGEM PT;;;;;;;;;;;;
9120690516;SUPORTE L PARA FIXACAO DE CF EM CRUZETA;;;;;;;;;;;;
9120690508;ADAPTADOR ESTRIBO PARAFUSO PARA CABO DE CU NU 16-50 MM²;;;;;;;;;;;;
9120690507;CRUZETA DE CONCRETO 250 DAN;;;;;;;;;;;;
9120690506;CHAVE FUSIVEL TIPO C 34,5 KV - 300 A PORCELANA C/ PF²;;;;;;;;;;;;
9120690505;CHAVE FUSIVEL TIPO C 15 KV - 300 A PORCELANA C/ PF¹;;;;;;;;;;;;
9120690502;CABO COBRE COBERTO XLPE 90G 15KV 1X 16,00 MM2 CINZA;;PRODUTO;CABO;;;;;;;;;
9120690106;ABRACADEIRA PLASTICA NYLON 300 MM X 8 MM BRANCA;;;DIVERSOS;ABRACADEIRA PLASTICA NYLON 300 MM X 8 MM BRANCA;;;;;;;;
9120690041;ANTENA DIRECIONAL YAGI;;;;;;;;;;;;
9120670125;BORNE PUSH-IN 6MM² 3P COR CINZA 40A;;;DIVERSOS;BORNE PUSH-IN 6MM² 3P COR CINZA 40A;;;;;;;;
9120670123;CONECTOR EMENDA 5 POLOS 6MM;;PRODUTO;DIVERSOS - CONECTOR;CONECTOR EMENDA 5 POLOS 6MM;;;;;;;;
9120670122;CONECTOR EMENDA 3 POLOS 6MM;;PRODUTO;DIVERSOS - CONECTOR;CONECTOR EMENDA 3 POLOS 6MM;;;;;;;;
9120670111;CONECTOR DERIVACAO TIPO CUNHA SIMETRICO - TIPO I - CINZA (93001-6) - INCESA;;PRODUTO;CONECTOR;;;;;;;;;
9120611230;CONVERSOR DE MIDIA SM, MONOFIBRA, SC/APC, PORTA RJ45, 10/100MBPS, 5-12VCC- LADO A- 20KM;;;;;;;;;;;;
9120602400;ANTENA DIRECIONAL YAGI 406-430MHZ- MODELO DIRU-120/8G FABRICANTE ARS;;;;;;;;;;;;
9120590573;ESTRUTURA METALICA SIGFI TORRE EM ALUMINIO E ESTACAS EM ACO GALVANIZADO 150UM PARA 3 MODULOS FV DE 700W 4200 X 2500MM-SS;;PRODUTO;SIGFI;;;;;;;;;
9120590572;TORRE METALICA PARA 4 MODULOS FV (SIGFI);;;DIVERSOS;TORRE METALICA PARA 4 MODULOS FV (SIGFI);;;;;;;;
9120590571;TORRE METALICA PARA 3 MODULOS FV (SIGFI);;;DIVERSOS;TORRE METALICA PARA 3 MODULOS FV (SIGFI);;;;;;;;
9120590570;TORRE METALICA PARA 2 MODULOS FV (SIGFI);;;DIVERSOS;TORRE METALICA PARA 2 MODULOS FV (SIGFI);;;;;;;;
9120590530;TERMINAL OLHAL VERDE 1.5 MM2;;;;;;;;;;;;
9120499911;CAIXAS EM POLICARBONATO PARA DISJUNTORES NEMA E DIN STRAHL - MODELO 3082/FSM - 3/4'';;;;;;;;;;;;
9120484700;CAIXA DE MEDICAO MONOFASICA DE PLASTICO PADRAO COPEL COM VISOR DE VIDRO 430*260*160MM;;;;;;;;;;;;
9120470802;PROTETOR DE ROSCA PARA HIDROMETRO RESIDENCIAL DN20;;;;;;;;;;;;
9120470801;PROTETOR DE ROSCA PARA HIDROMETRO RESIDENCIAL DN15;;;;;;;;;;;;
9120454600;LACRE DE SEGURANCA TRANK 4 (SEM PAV) - ELETRA;;;DIVERSOS;LACRE DE SEGURANCA TRANK 4 (SEM PAV) - ELETRA;;;;;;;;
9120450500;TAMPA P/ CONECTOR DE PASSAGEM 4-10MM CZ;;;DIVERSOS;TAMPA P/ CONECTOR DE PASSAGEM 4-10MM CZ;;;;;;;;
9120400100;CAIXA MULTI INSPECAO 24X24X20CM;;;;;;;;;;;;
9120292901;SUPORTE METALICO PARA BATERIA DE 12AH;;;;;;;;;;;;
9120292409;ARRUELA INOX DE PRESSAO M14;;;DIVERSOS;ARRUELA INOX DE PRESSAO M14;;;;;;;;
9120292408;ARRUELA INOX LISA M14;;;DIVERSOS;ARRUELA INOX LISA M14;;;;;;;;
9120292217;"ABRACADEIRA TIPO D INOX COM PARAFUSO PARA ELETRODUTO 1/2""";;;;;;;;;;;;
9120292216;"ABRACADEIRA TIPO D INOX COM PARAFUSO PARA ELETRODUTO 3/4""";;;;;;;;;;;;
9120292203;ABRACADEIRA GALVANZIADA PARA 1 POLEGADA COM CUNHA;;;DIVERSOS;ABRACADEIRA GALVANZIADA PARA 1 POLEGADA COM CUNHA;;;;;;;;
9120280010;SUPORTE PARA POSTE DUPLO T 195X100;;;;;;;;;;;;
9120280009;SUPORTE PARA POSTE DUPLO T 185X95;;;;;;;;;;;;
9120280008;SUPORTE PARA POSTE DUPLO T 150X85;;;;;;;;;;;;
9120280007;SUPORTE PARA POSTE DUPLO T 140X75;;;;;;;;;;;;
9120276002;TRILHO DIN PERFURADO- 1000 X 35 X 7,5 MM - ZINCADO;;;;;;;;;;;;
9120269429;ARRUELA QUADRADA EM ACO INOXIDAVEL 50MM X 50MM M13;;;;;;;;;;;;
9120266050;TAMPA CIRCULAR EM ACO INOXIDAVEL PARA PADRAO COLETIVO DIAMETRO 50MM, ESPESSURA 1MM;;;;;;;;;;;;
9120265300;SELO EM ALUMINIO DIAMETRO 4MM, COMPRIMENTO 10MM;;;;;;;;;;;;
9120265130;PORCA SEXTAVADA M10 EM ACO INOXIDAVEL;;;;;;;;;;;;
9120265127;PORCA INOX SEXTAVADA CHAVE 14, 3/8 - M14;;;DIVERSOS;PORCA INOX SEXTAVADA CHAVE 14, 3/8 - M14;;;;;;;;
9120262511;SUPORTE COM FIXACAO, EM ACO GALVANIZADO A FOGO, PARA FIXACAO EM TORRE CELESC, FABRICANTE ARS, CODIGO 506649;;;;;;;;;;;;
9120262510;SUPORTE PARA FIXACAO EM POSTE, DA ANTENA YAGI OU PLANO-TERRA, FABRICANTE ARS (CODIGO 41264);;;;;;;;;;;;
9120259002;CINTA POSTE CIRCULAR ACO GALVANIZADO 150 MM;;;;;;;;;;;;
9120258612;CHAPA DE ACO 60X60CM COM PROTECAO POR PINTURA ELETROSTATICA NA COR LARANJA;;;;;;;;;;;;
9120258608;CHAPA DE ACO 1,6 MM² 60CM X 60CM;;;DIVERSOS;CHAPA DE ACO 1,6 MM² 60CM X 60CM;;;;;;;;
9120230221;CONECTOR DERIVACAO PERFURANTE PARA REDE NUA, PRINCIPAL 35 - 95MM2, DERIVACAO 1 - 10MM2;;PRODUTO;CONECTOR;;;;;;;;;
9120230220;"CONECTOR DE COMPRESSAO PARA ATERRAMENTO LIGA DE COBRE - HASTE 1/2"" - 5/8"" DERIVACAO 16-35MM²";;PRODUTO;CONECTOR;;;;;;;;;
9120213002;PLACA PERIGO: RISCO DE CHOQUE ELETRICO COM LOGOMARCA DA COPEL ADESIVO PVC COM PROTECAO UVA/UVB 200X200/2MM DUPLA FACE;;;;;;;;;;;;
9120150000;GABINETE METALICO (P60) EM ACO INOX DIMENSOES 300*300*250MM, COM LOGO COPEL;;;;;;;;;;;;
9120121410;CINTA PARA FIXACAO DO AP, KIT SUPRENS;;;;;;;;;;;;
9111620200;FITA ISOLANTE ALTA FUSAO;;;;;;;;;;;;
9111530001;CABO COBRE 35 MM² 1KV NA COR VERMELHO;;PRODUTO;CABO;;;;;;;;;
9111530000;CABO COBRE 35 MM² 1KV NA COR PRETO;;PRODUTO;CABO;;;;;;;;;
9110990013;CAIXA CONICA EM PVC INSPECAO ATERRAMENTO ELETRICO COM TAMPA 170MM*250MM;;;;;;;;;;;;
9110990011;"BOX RETO PVC PARA ELETRODUTO 3/4"" NA COR PRETO";;;;;;;;;;;;
9110990010;"CURVA 180° ROSCAVEL PVC PARA ELETRODUTO RIGIDO 3/4""";;;;;;;;;;;;
9110990009;"CURVA 90° ROSCAVEL PVC PARA ELETRODUTO RIGIDO 3/4""";;;;;;;;;;;;
9110990008;"LUVA ROSCAVEL PVC PARA ELETRODUTO RIGIDO 1/2"" NA COR PRETO";;;;;;;;;;;;
9110990007;"LUVA ROSCAVEL PVC PARA ELETRODUTO RIGIDO 3/4"" NA COR PRETO";;;;;;;;;;;;
9110914119;POLICARBONATO SEM FIBRA PRETO - EXTRUSADO;;;;;;;;;;;;
9110913000;FITA DE POLIESTER;;;DIVERSOS;FITA DE POLIESTER;;;;;;;;
9110714103;CABO FLEXIVEL 1,5MM² - CLASSE TEMP 70° - AZUL;;PRODUTO;CABO;;;;;;;;;
9110714100;CABO FLEXIVEL 1,5MM² - CLASSE TEMP 70° - VERMELHO;;PRODUTO;CABO;;;;;;;;;
9110241601;FITA DE ACO - LISA 1/2 FUSIMEC;;;;;;;;;;;;
8990025110;TRANSFORMADOR DE CORRENTE 1000/5 A CLASSE 0,2S 5 VA;;;DIVERSOS;TRANSFORMADOR DE CORRENTE 1000/5 A CLASSE 0,2S 5 VA;;;;;;;;
8990020470;CONTATOR ELETRICO PARA COMANDO DE CIRCUITOS E CONTROLE DE GERADORES ATE 1000 V;;;DIVERSOS;CONTATOR ELETRICO PARA COMANDO DE CIRCUITOS E CONTROLE DE GERADORES ATE 1000 V;;;;;;;;
8990011950;INTERRUPTOR SECCIONADOR PARA MANOBRA DE CIRCUITOS ATE 1000 V EM SISTEMAS DE DISTRIBUICAO;;;DIVERSOS;INTERRUPTOR SECCIONADOR PARA MANOBRA DE CIRCUITOS ATE 1000 V EM SISTEMAS DE DISTRIBUICAO;;;;;;;;
8040101110;MODULO FOTOVOLTAICO 700WP BIFACIAL HJT RISEN (RSM132-8-700BHDG);;PRODUTO;KIT SOLAR - PLACA SOLAR;MODULO FOTOVOLTAICO 700WP BIFACIAL HJT RISEN (RSM132-8-700BHDG);;;;;;;;
8020400600;CARREGADOR DE ACUMULADOR (CA) PORTATIL PARA CARREGAR DISPOSITIVOS CONVENCIONAIS CAP. 14,8V/80000MAH;;;DIVERSOS;CARREGADOR DE ACUMULADOR (CA) PORTATIL PARA CARREGAR DISPOSITIVOS CONVENCIONAIS CAP. 14,8V/80000MAH;;;;;;;;
8020400450;DISPOSITIVO FOTOSSENSIVEL SEMICONDUTOR, CELULAS FOTOVOLTAICAS MONTADAS EM PAINEL SOLAR - 100 W;;;DIVERSOS;DISPOSITIVO FOTOSSENSIVEL SEMICONDUTOR, CELULAS FOTOVOLTAICAS MONTADAS EM PAINEL SOLAR - 100 W;;;;;;;;
8020400440;CARREGADOR DE ACUMULADOR (CA) PORTATIL PARA CARREGAR DISPOSITIVOS CONVENCIONAIS CAP. 22,4V/133200MAH;;;DIVERSOS;CARREGADOR DE ACUMULADOR (CA) PORTATIL PARA CARREGAR DISPOSITIVOS CONVENCIONAIS CAP. 22,4V/133200MAH;;;;;;;;
8020400430;CARREGADOR DE ACUMULADOR (CA) PORTATIL PARA CARREGAR DISPOSITIVOS CONVENCIONAIS CAP. 12,8V/130500MAH;;;DIVERSOS;CARREGADOR DE ACUMULADOR (CA) PORTATIL PARA CARREGAR DISPOSITIVOS CONVENCIONAIS CAP. 12,8V/130500MAH;;;;;;;;
8010500490;PARAFUSO AUTOPERFURANTE M6*20MM SEXTAVADO GALVANIZACAO ZINCADO ROSCA COMPLETA;;;DIVERSOS;PARAFUSO AUTOPERFURANTE M6*20MM SEXTAVADO GALVANIZACAO ZINCADO ROSCA COMPLETA;;;;;;;;
8010500480;CHAPA DE ACO METALICA DE 1.6M²;;;DIVERSOS;CHAPA DE ACO METALICA DE 1.6M²;;;;;;;;
8010400660;CONECTOR TERMINAL COMPRESSAO 16MM² TIPO PINO CHATO 750V;;PRODUTO;DIVERSOS - CONECTOR;CONECTOR TERMINAL COMPRESSAO 16MM² TIPO PINO CHATO 750V;;;;;;;;
8010400650;CONECTOR TERMINAL OLHAL 16MM² 750V;;PRODUTO;DIVERSOS - CONECTOR;CONECTOR TERMINAL OLHAL 16MM² 750V;;;;;;;;
8010400640;GRAMPO DE COBRE PARA HASTE DE ATERRAMENTO 5/8;;;DIVERSOS;GRAMPO DE COBRE PARA HASTE DE ATERRAMENTO 5/8;;;;;;;;
8010400620;BORNE DUPLO 2 CONEXOES 6MM² PARA TRILHO DIN 1000V 41A;;;DIVERSOS;BORNE DUPLO 2 CONEXOES 6MM² PARA TRILHO DIN 1000V 41A;;;;;;;;
8010400610;BORNE PUSH IN 3P 6MM PARA TRILHO DIN 1000V 41A;;;DIVERSOS;BORNE PUSH IN 3P 6MM PARA TRILHO DIN 1000V 41A;;;;;;;;
8010400600;CONECTOR DE 8 POSICOES 1000V;;PRODUTO;CONECTOR;;;;;;;;;
8010300790;CABO SOLAR 1,8 KV CC PRETO;;PRODUTO;DIVERSOS - CABO;CABO SOLAR 1,8 KV CC PRETO;;;;;;;;
8010300780;CABO SOLAR 1,8 KV CC VERMELHO;;PRODUTO;KIT SOLAR - CABO;CABO SOLAR 1,8 KV CC VERMELHO;;;;;;;;
7029901620;ETIQUETA ADESIVA DE PAPEL IMPRESSA (TX610);;;;;;;;;;;;
6001016490;MODULO DE ACUMULADORES ELETRICOS LEOCH 7,2KWH 48V 150AH;;;DIVERSOS;MODULO DE ACUMULADORES ELETRICOS LEOCH 7,2KWH 48V 150AH;;;;;;;;
6001015000;"MEDIDOR DE ENERGIA EM CORRENTE CONTINUA DC;DCM230 -2-1;9-40VDC ;5-1000VDC";;;DIVERSOS;"MEDIDOR DE ENERGIA EM CORRENTE CONTINUA DC;DCM230 -2-1;9-40VDC ;5-1000VDC";;;;;;;;
6001014980;"MODULO DE POTENCIA AC/DC 30KW; SAIDA DC 0-1000V;USADO NA ESTACAO MF DC (6001014980)";;;DIVERSOS;"MODULO DE POTENCIA AC/DC 30KW; SAIDA DC 0-1000V;USADO NA ESTACAO MF DC (6001014980)";;;;;;;;
5901017704;FERRAMENTA MANUAL DO TIPO GRAMPO SARGENTO (BAT-TOOL - FERRAMENTA DE SUBSTITUICAO DE KIT DE BATERIA (RELIGADOR) - HXD820);;;;;;;;;;;;
5230007460;CONVERSOR ESTATICO DE POTENCIA TIPO ESTACAO DE RECARGA VEICULAR 180KW 2XCCS2 5M RFID BLUETOOTH 4G;;;;;;;;;;;;
5210200530;TUBO (CARCACA) DE FE. FUNDIDO NAO DUCTIL, FLANGEADO, COM PINT. EPOXI AZUL PARA HID. INDUSTRIAL DN100;;;;;;;;;;;;
5210200510;TUBO (CARCACA) DE FE. FUNDIDO NAO DUCTIL, FLANGEADO, COM PINT. EPOXI AZUL COMP. 200MM PARA HID. INDUSTRIAL DN50;;;;;;;;;;;;
5210101400;TUBETE DE FE FUNDIDO PARA HIDROMETRO INDUSTRIAL DN100 (5210101400);;;;;;;;;;;;
5210101380;TUBO (CARCACA) DE FE. FUNDIDO NAO DUCTIL, FLANGEADO, COM PINT. EPOXI AZUL PARA HID. INDUSTRIAL DN80 - 300MM;;;;;;;;;;;;
5210101360;TUBO (CARCACA) DE FERRO FUNDIDO COM PINTURA ELETROSTATICA PARA HID. INDUSTRIAL DN50 (5210101360);;;;;;;;;;;;
5134001820;TRANSCEIVER DE COMUNICACAO PARA RELIGADOR MODELO (HXD820);;;;;;;;;;;;
5130006820;BASE CHAVE FUSIVEL MODELO C 29KV (RELIGADOR);;;;;;;;;;;;
5130006750;KIT DE BATERIA EXTERNA - RELIGADOR MONOFASICO - HXD820;;;;;;;;;;;;
5130006740;BASE CHAVE FUSIVEL MODELO C 15,5KV (RELIGADOR);;;;;;;;;;;;
5111200856;GAB. METALICO PANTHEON S/TELHADO EM ACO CARB. GALVANIZADO 1,2MM RAL 7035 (2000H) (5111200856);;;;;;;;;;;;
5110017930;GABINETE METALICO (P60) ACO INOX(SUS201, DIMENSOES 300 * 300 * 250 MM (5110017930);;;;;;;;;;;;
5051600600;RELE ELETROMECANICO TRIFASICO C/BLINDAGEM ANTIMAGNETICA E TC ACOPLADO 12V 250V 120A PTH (5051600600);;;;;;;;;;;;
5051600460;RELE ELETROMECANICO TRIFASICO COM TC ACOPLADO EM CADA FASE 12V 250V 120A PTH (5051600460);;;;;;;;;;;;
5051400720;SCJ. PONTES DE COBRE FASES A B C TERMINAIS DE LATAO TRANSF. CORRENTE 7PIN 20A 240V PTH (5051400720);;;;;;;;;;;;
5051400610;PONTE DE COBRE FASE B TERMINAIS DE LATAO TRANSF. BLINDADO CONEC. 2PIN 20A 240V PTH (5051400610);;;;;;;;;;;;
5051400600;PONTE DE COBRE FASE A TERMINAIS DE LATAO TRANSF. BLINDADO CONEC. 2PIN 20A 240V PTH (5051400600);;;;;;;;;;;;
5041600260;RELE ELETROMECANICO COM BLINDAGEM ANTIMAGNETICA SHUNT E TC ACOPLADO 12V 250V 120A PTH (5041600260);;;;;;;;;;;;
5040902330;SCJ. BLOCO DE TERMINAIS MEDIDOR HXE12DL TC ASSIMETRICO 100A C/ PONTE DE COBRE NEUTRO (5040902330);;;;;;;;;;;;
4010401450;CARRINHO DE TRANSPORTE PARA MOTOR DE POPA;;PRODUTO;MOTOR DE BARCO - CARRINHO;CARRINHO DE TRANSPORTE PARA MOTOR DE POPA;;;;;;;;
4010104440;GABARITO DE PASTA DE SOLDA SMD - STENCIL, DE ACO, OBTIDO POR DOBRAGEM;;;;;;;;;;;;
3990200220;ARRUELA LISA Ø6MM - PADRAO ASME B18 - ACO INOX (3990200220);;;;;;;;;;;;
3990033500;"PARTE EXCLUSIVA DE CONVERSORES ELETRICOS ESTATICOS TRAVA ELETRONICA;TENSAO NOMINAL 12V DC;TENSAO DE ALIMENTACAO:9-16V";;;DIVERSOS;"PARTE EXCLUSIVA DE CONVERSORES ELETRICOS ESTATICOS TRAVA ELETRONICA;TENSAO NOMINAL 12V DC;TENSAO DE ALIMENTACAO:9-16V";;;;;;;;
3990028680;INVERSOR OFF-GRID BV1-3K48L1 (3990028680);;PRODUTO;INVERSOR;;;;;;;;;
3142100700;TUBO (CARCACA) DE LATAO PARA HIDROMETRO (CONTADORES DE LIQUIDOS) RESIDENCIAL DN15, COMPRIMENTO 165MM;;;;;;;;;;;;
3111508070;SEPARADOR EM EPE 970×340×260 MM PARA PROTECAO INTERNA DE EQUIPAMENTOS DURANTE TRANSPORTE.;;;;;;;;;;;;
3111508050;SEPARADOR EM EPE 970×340×250 MM PARA PROTECAO INTERNA DE EQUIPAMENTOS DURANTE TRANSPORTE;;;;;;;;;;;;
3100703570;CARTAO DE ACIONAMENTO POR APROXIMACAO PVC, 85.5*54MM, PADRAO LIVOLTEK;;;DIVERSOS;CARTAO DE ACIONAMENTO POR APROXIMACAO PVC, 85.5*54MM, PADRAO LIVOLTEK;;;;;;;;
3090901050;"CABO DE CARREGAMENTO COM CONECTOR CCS 2; 250A; 1000V; IP54; COR PRETO; 5M";;PRODUTO;DIVERSOS - CABO;"CABO DE CARREGAMENTO COM CONECTOR CCS 2; 250A; 1000V; IP54; COR PRETO; 5M";;;;;;;;
3090901020;"CABO CONDUTOR ELETRICO MUNIDO DE PECAS DE CONEXAO, PARA UMA TENSAO DE ATE 1000V, CORRENTE 200A, CARREGAMENTO CCS 2. 5M;";;PRODUTO;DIVERSOS - CABO;"CABO CONDUTOR ELETRICO MUNIDO DE PECAS DE CONEXAO, PARA UMA TENSAO DE ATE 1000V, CORRENTE 200A, CARREGAMENTO CCS 2. 5M;";;;;;;;;
3090601900;CABO DE 4 NUCLEOS, SAIDA DE PULSO 4*0,3MM(3090601900).;;PRODUTO;CABO;;;;;;;;;
3090515080;CABO ESPECIAL DE COMUNICACAO ENTRE BATERIA E INVERSOR;;PRODUTO;DIVERSOS - CABO;CABO ESPECIAL DE COMUNICACAO ENTRE BATERIA E INVERSOR;;;;;;;;
3090514610;CABO DE BACKUP DA BATERIA COM PECAS DE CONEXAO;;PRODUTO;DIVERSOS - CABO;CABO DE BACKUP DA BATERIA COM PECAS DE CONEXAO;;;;;;;;
3090514600;CABO DE ENERGIA DE 3 METROS COM PECAS DE CONEXAO;;PRODUTO;DIVERSOS - CABO;CABO DE ENERGIA DE 3 METROS COM PECAS DE CONEXAO;;;;;;;;
3090510710;CABO DE COMUNICACAO DA BATERIA COM PECAS DE CONEXAO;;PRODUTO;DIVERSOS - CABO;CABO DE COMUNICACAO DA BATERIA COM PECAS DE CONEXAO;;;;;;;;
3090111330;CABO DE ALIMENTACAO (3090111330);;PRODUTO;CABO;;;;;;;;;
3090104280;SCJ. PONTE DE COBRE ESTANHADA - FASE C - HIGH END (3090104280);;;;;;;;;;;;
3090104270;SCJ. PONTE DE COBRE ESTANHADA - FASE B - HIGH END (3090104270);;;;;;;;;;;;
3090104260;SCJ. PONTE DE COBRE ESTANHADA - FASE A - HIGH END (3090104260);;;;;;;;;;;;
3080902100;ANEL DE VEDACAO DO CONE DE NARIZ DE BORRACHA (92.5*3.55);;;DIVERSOS;ANEL DE VEDACAO DO CONE DE NARIZ DE BORRACHA (92.5*3.55);;;;;;;;
3080902070;ANEL DE VEDACAO DO CONE DE NARIZ DE BORRACHA (69*3.55);;;DIVERSOS;ANEL DE VEDACAO DO CONE DE NARIZ DE BORRACHA (69*3.55);;;;;;;;
3080702490;VEDACAO DE BORRACHA PARA CONJUNTO DE PROPULSAO;;;DIVERSOS;VEDACAO DE BORRACHA PARA CONJUNTO DE PROPULSAO;;;;;;;;
3080104830;EMPUNHADURA DE BORRACHA PARA FIXACAO DO PROPULSOR;;;DIVERSOS;EMPUNHADURA DE BORRACHA PARA FIXACAO DO PROPULSOR;;;;;;;;
