CODIGO,TP,GRUPO,DESCRICAO,U.M.,FL,ARMZ, SALDO EM ESTOQUE , EMPENHO PARA REQ/PV/RESERVA , ESTOQUE DISPONIVEL ,VALOR EM ESTOQUE,VALOR EMPENHADO,DESCRICAO DO ARMAZEM,CÓDIGO TOP MANAGER,Armazém Dashboard,Categoria,Família,Nomenclatura
9121290310,MP,MP07,CAIXA PRFV SIGFI-80,UN,10102,7,  64 , - ,  64 ,"R$ 64.817,28",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,CAIXA PRFV SIGFI-80
9121500036,RV,RV01,"COLUNA DE FIXACAO, DE ACO, PARA MONTAGEM DE ESTRUTURA FIXA DE CARREGADOR VEICULAR",UN,10102,7,  17 , - ,  17 ,"R$ 4.163,99",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"COLUNA DE FIXACAO, DE ACO, PARA MONTAGEM DE ESTRUTURA FIXA DE CARREGADOR VEICULAR"
9122001687,MC,FE01,TERMINAL ELETRICO DO TIPO OLHAL DE COMPRESSAO PARA CABO 35MM² COM FURO 8MM,UN,10102,7,  50 , - ,  50 ,"R$ 90,75",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,TERMINAL ELETRICO DO TIPO OLHAL DE COMPRESSAO PARA CABO 35MM² COM FURO 8MM
9122100023,AI,IM01,EMPILHADEIRA.,UN,10102,7,  1 , - ,  1 ,"R$ 165.595,00",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,EMPILHADEIRA.
9191271061,RV,RV01,KIT TELHADO FIBROCIMENTO FIX MADE 200 MM 4 MODULOS STD,UN,10102,7,  2.196 , - ,  2.196 ,"R$ 533.827,40",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT TELHADO FIBROCIMENTO FIX MADE 200 MM 4 MODULOS STD
9191271062,RV,RV01,KIT TELHADO FIBROMETAL FIX MTL 250 MM 4 MODULOS STD,UN,10102,7,  416 , - ,  416 ,"R$ 95.637,19",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT TELHADO FIBROMETAL FIX MTL 250 MM 4 MODULOS STD
9191271063,RV,RV01,KIT MINI TRILHO BAIXO P-1 PARA 4 MODULOS 300 MM,UN,10102,7,  252 , - ,  252 ,"R$ 18.685,17",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT MINI TRILHO BAIXO P-1 PARA 4 MODULOS 300 MM
9191271064,RV,RV01,TRIANGULO RETRATO TELESCOPIO 4 MODULOS 15° A 30° LAJE,UN,10102,7,  42 , - ,  42 ,"R$ 25.692,48",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,KIT SOLAR - TELHADO,TRIANGULO RETRATO TELESCOPIO 4 MODULOS 15° A 30° LAJE
9191271065,RV,RV01,KIT SOLO EASY LINE 4 MODULOS - 1134X2279,UN,10102,7,  799 , - ,  799 ,"R$ 500.092,18",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - SOLO,KIT SOLO EASY LINE 4 MODULOS - 1134X2279
9192219832,RV,RV01,KIT TELHADO FIBROCIMENTO P/ MADEIRA METALLIGHT 4 MODULOS STD,UN,10102,7,  667 , - ,  667 ,"R$ 193.212,49",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT TELHADO FIBROCIMENTO P/ MADEIRA METALLIGHT 4 MODULOS STD
9192219833,RV,RV01,KIT TELHADO FIBROCIMENTO P/ METALICO METALLIGHT 4 MODULOS STD,UN,10102,7,  440 , - ,  440 ,"R$ 127.456,56",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT TELHADO FIBROCIMENTO P/ METALICO METALLIGHT 4 MODULOS STD
A0070230E11R11302,RV,RV01,CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO,UN,10102,7,  213 , - ,  213 ,"R$ 213.832,55",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,"CARREGADOR 7,3kW",CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO
A0070230E11R11305,RV,RV01,CARREGADOR VEICULAR | LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERG,UN,10102,7,  8 , - ,  8 ,"R$ 6.920,84",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,"CARREGADOR 7,3kW",CARREGADOR VEICULAR | LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERG
A0220400E11R11004,RV,RV01,CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE,UN,10102,7,  33 , - ,  33 ,"R$ 40.120,24",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,CARREGADOR 22kW,CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE
AC1-AIOR11001,RV,RV01,CAIXA DE ALUMINIO FUNDIDO PARA ALOCACAO DE BATERIAS DE LITIO PARA USO EM INVERSORES FOTOVOLTAICOS,UN,10102,7,  60 , - ,  60 ,"R$ 33.475,41",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),MATÉRIA-PRIMA,DIVERSOS,CAIXA DE ALUMINIO FUNDIDO PARA ALOCACAO DE BATERIAS DE LITIO PARA USO EM INVERSORES FOTOVOLTAICOS
BHF-B51100R23001,RV,RV01,"MODULO DE BATERIA 5,12 KWH MODELO BHF-B51100",UN,10102,7,  10 , - ,  10 ,"R$ 35.043,83",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,BATERIA - MÓDULO,"MODULO DE BATERIA 5,12 KWH MODELO BHF-B51100"
BHF-C01YDR12001,RV,RV01,MODULO DE CONTROLE DE BATERIA BHF-B51100,UN,10102,7,  2 , - ,  2 ,"R$ 5.855,03",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,BATERIA - MÓDULO,MODULO DE CONTROLE DE BATERIA BHF-B51100
BHF-X261DR11001,MP,MP08,MODULO BHF-X261DR11001 MODULO DE BATERIA 832V 261KWH IP55 GABINETE UNICO,UN,10102,7,  1 , - ,  1 ,"R$ 102.911,39",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,BATERIA,MODULO BHF-X261DR11001 MODULO DE BATERIA 832V 261KWH IP55 GABINETE UNICO
BHF-X261DR12001,MP,MP08,MODULO BHF-X261DR12001 MODULO DE BATERIA 832V 261KWH IP55 GABINETE UNICO,UN,10102,7,  15 , - ,  15 ,"R$ 1.622.113,07",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,BATERIA,MODULO BHF-X261DR12001 MODULO DE BATERIA 832V 261KWH IP55 GABINETE UNICO
BLF-B51100R21001,RV,RV01,MODULO DE ACUMULADORES ELETRICOS 100AH (BLF-B51100R21001),UN,10102,7,  71 , - ,  71 ,"R$ 286.590,08",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,BATERIA,MODULO DE ACUMULADORES ELETRICOS 100AH (BLF-B51100R21001)
BLF-B51100R22001,RV,RV01,"BATERIA DE LITIO 51,2V 100AH 5,12KWH BLF-B51100R22001",UN,10102,7,  35 , - ,  35 ,"R$ 118.020,56",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,BATERIA,BLF-B51100R22001
BLF-B51150R11001,RV,RV01,"MODULOS DE ACUMULADORES ELETRICOS DE IONS DE LITIO(BATERIA DE LITIO 51,2V 150AH 7.68KWH BLF- B1150)",UN,10102,7,  2.282 ,  1 ,  2.281 ,"R$ 12.724.989,49","5.576,24",LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,BATERIA,"MODULOS DE ACUMULADORES ELETRICOS DE IONS DE LITIO(BATERIA DE LITIO 51,2V 150AH 7.68KWH BLF- B1150)"
BLF51-5R31001,RV,MP07,BATERIA RECARREGAVEL DE ION DE LITIO (BLF51-5R31001),UN,10102,7,  42 , - ,  42 ,"R$ 160.879,11",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,BATERIA,BLF51-5R31001
C04010E2EAFER11003,RV,RV01,CARREGADOR VEICULAR | LIVOLTEK | CC 40KW | MC | 133A | 2XCCS2 | WALL-MOUNT | 4G (LATAM) | PPOS,UN,10102,7,  20 , - ,  20 ,"R$ 475.496,41",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,CARREGADOR 40kW,CARREGADOR VEICULAR | LIVOLTEK | CC 40KW | MC | 133A | 2XCCS2 | WALL-MOUNT | 4G (LATAM) | PPOS
CS00000082,MC,CS03,GAS GLP ENVAZADO 20KG,UN,10102,7,  8 , - ,  8 ,"R$ 1.718,16",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,GAS GLP ENVAZADO 20KG
D0300380E1EYW11001,RV,RV01,"D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM",UN,10102,7,  9 , - ,  9 ,"R$ 77.462,30",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,CARREGADOR 30kW,"D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM"
DTSU2591R11001,MP,MP07,MEDIDOR DE ENERGIA DIGITAL TRIFASICO SMART METER PARA CORRENTE ALTERNADA,UN,10102,7,  16 , - ,  16 ,"R$ 1.560,05",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,MEDIDOR DE ENERGIA DIGITAL TRIFASICO SMART METER PARA CORRENTE ALTERNADA
GT1-10KT2R11004,RV,RV01,INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT1 -10KT2R11004,UN,10102,7,  185 ,  2 ,  183 ,"R$ 188.090,41","2.033,41",LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT1,GT1 -10KT2R11004
GT1-6KD2R11008,RV,RV01,INVERSORES PARA SISTEMAS FOTOVOLTAICOS GT1-6KD2R11008,UN,10102,7,  22 ,  3 ,  19 ,"R$ 26.972,11","3.678,02",LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT1,GT1-6KD2R11008
GT1-7K5T2R11002,RV,RV01,INVERSOR ON-GRID MONOFASICO GT1-7K5T2R11002 (GT1-7K5T2R11002),UN,10102,7,  166 ,  1 ,  165 ,"R$ 472.264,24","2.844,97",LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT1,GT1-7K5T2R11002
GT3-100K-1R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO GT3 -100K-1 380V AFCI,UN,10102,7,  18 , - ,  18 ,"R$ 238.678,52",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3 -100K-1 380V AFCI
GT3-110K-1R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO GT3 -110K-1 380V AFCI,UN,10102,7,  22 , - ,  22 ,"R$ 291.718,20",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3 -110K-1 380V AFCI
GT3-125K-1R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO GT3 -125K-1 380V AFCI,UN,10102,7,  17 , - ,  17 ,"R$ 226.209,06",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3 -125K-1 380V AFCI
GT3-15KD1R11001,RV,RV01,INVERSOR FOTOVOLTAICO MODELO GT3-15KD1,UN,10102,7,  160 , - ,  160 ,"R$ 316.542,43",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-15KD1
GT3-15KD1R11008,RV,RV01,INVERSORES PARA SISTEMAS FOTOVOLTAICOS GT3-15KD1R11008,UN,10102,7,  79 ,  1 ,  78 ,"R$ 262.329,77","3.320,63",LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-15KD1R11008
GT3-20KD1R11001,RV,RV01,INVERSOR FOTOVOLTAICO MODELO GT3 -20KD1,UN,10102,7,  63 , - ,  63 ,"R$ 216.193,04",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3 -20KD1
GT3-20KD1R11008,RV,RV01,INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3-20KD1R11008,UN,10102,7,  36 , - ,  36 ,"R$ 151.649,91",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-20KD1R11008
GT3-20KTL1R11002,RV,RV01,INVERSOR TRIFASICO 220V ON-GRID GT3-20KTL1 AFCI,UN,10102,7,  9 , - ,  9 ,"R$ 49.642,73",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-20KTL1 AFCI
GT3-22K-DW00101,MP,AN01,INVERSOR FOTOVOLTAICO MODELO GT3-22K-D,UN,10102,7,  4 , - ,  4 ,"R$ 40.558,50",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-22K-D
GT3-25K-DW00101,MP,MP07,"INVERSOR ON-GRID TRIFASICO 2MPPT, 380V, COR BRANCO, LIVOLTEK, MODELO GT3-25K-D",UN,10102,7,  9 , - ,  9 ,"R$ 27.592,16",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-25K-D
GT3-25KD1R11001,RV,RV01,INVERSOR ON-GRID LIVOLTEK GT3-25KD1.,UN,10102,7,  20 , - ,  20 ,"R$ 45.950,18",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-25KD1
GT3-25KD1R11008,RV,RV01,INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3 - 25KD1R11008,UN,10102,7,  51 , - ,  51 ,"R$ 205.958,71",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3 - 25KD1R11008
GT3-30KQL1R11002,RV,RV01,INVERSOR TRIFASICO 220V ON-GRID GT3-30KQL1 AFCI,UN,10102,7,  1 , - ,  1 ,"R$ 7.609,04",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-30KQL1 AFCI
GT3-37K5Q1R11002,RV,RV01,INVERSOR TRIFASICO 380V ON-GRID GT3-37K5Q AFCI,UN,10102,7,  131 , - ,  131 ,"R$ 914.754,91",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-37K5Q AFCI
GT3-37K5T1R11002,RV,RV01,"INVERSOR ON-GRID TRIFASICO 37,5KW 380V 3 MPPT AFCI - GT3-37K5T1",UN,10102,7,  3 , - ,  3 ,"R$ 13.061,02",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-37K5T1
GT3-50KQ1R11002,RV,RV01,INVERSOR TRIFASICO 380V ON-GRID GT3-50KQ1 AFCI,UN,10102,7,  5 , - ,  5 ,"R$ 33.382,15",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-50KQ1 AFCI
GT3-60KL11R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO 60KW 220V 6 MPPT AFCI - GT3-60KL11-2,UN,10102,7,  22 , - ,  22 ,"R$ 276.065,01",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-60KL11-2
GT3-60KQ1R11002,RV,RV01,INVERSOR TRIFASICO 380V ON-GRID GT3-60KQ1 AFCI,UN,10102,7,  14 , - ,  14 ,"R$ 92.009,50",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-60KQ1 AFCI
GT3-60KW00101,MP,MP07,"INVERSOR ON-GRID TRIFASICO 4MPPT, 380V, COR BRANCO, LIVOLTEK, MODELO GT3-60K",UN,10102,7,  3 , - ,  3 ,"R$ 113.623,96",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-60K
GT3-75K-11R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO 75KW 380V 6 MPPT AFCI - GT3-75K-11-2,UN,10102,7,  96 , - ,  96 ,"R$ 1.202.926,56",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-75K-11-2
GT3-75KL11R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO 75KW 220V 6 MPPT AFCI - GT3-75KL11-2,UN,10102,7,  76 , - ,  76 ,"R$ 932.217,32",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3-75KL11-2
GT3-75KL1R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO GT3 -75KL1 220V AFCI,UN,10102,7,  1 , - ,  1 ,"R$ 20.505,56",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR - GT3,GT3 -75KL1 220V AFCI
HP1-1K5L2R11001,RV,RV01,"INVERSOR HIBRIDO MONOFASICO 1,5KW 127V 1 MPPT AFCI -HP1-1K5L2",UN,10102,7,  118 , - ,  118 ,"R$ 332.069,35",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR HP1,HP1-1K5L2
HP1-1K5S2R11001,RV,RV01,"INVERSOR HIBRIDO MONOFASICO 1,5KW 220V 1 MPPT AFCI - HP1-1K5S2",UN,10102,7,  279 , - ,  279 ,"R$ 487.131,63",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR HP1,HP1-1K5S2
HP1-3KL2R11001,RV,RV01,INVERSOR HIBRIDO MONOFASICO 3KW 127V 2 MPPT AFCI -HP1-3KL2,UN,10102,7,  3 , - ,  3 ,"R$ 8.770,67",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR HP1,HP1-3KL2
HP1-3KS2R11001,RV,RV01,INVERSORES PARA SISTEMAS FOTOVOLTAICOS HIBRIDO MONOFASICO 3KW 127V 2 MPPT AFCI,UN,10102,7,  16 , - ,  16 ,"R$ 44.609,17",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR HP1,HP1-3KS2R11001
HP1-7K5S2MR11001,RV,RV01,"INVERSORES PARA SISTEMAS FOTOVOLTAICOS HIBRIDO MONOFASICO 7,5KW 220V 2 MPPT AFCI - HP1-7K5S2M",UN,10102,7,  11 , - ,  11 ,"R$ 49.949,03",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR HP1,HP1-7K5S2M
HP3-25KT2R11002,RV,RV01,INVERSOR HIBRIDO TRIFASICO HP3 -25KT2 380V AFCI,UN,10102,7,  2 , - ,  2 ,"R$ 11.883,17",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,INVERSOR HP3,HP3-25KT2R11002
HXCB10R02101,RV,RV01,DC STRING BOX HXCB10-1/1 1000V 40A WITHOUT MCB,UN,10102,7,  77 , - ,  77 ,"R$ 14.753,22",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,STRING BOX,DC STRING BOX HXCB10-1/1 1000V 40A WITHOUT MCB
HXCB10R02102,MP,MP07,DC STRING BOX HXCB10-2/2 1000V 40A WITHOUT MCB,UN,10102,7,  178 , - ,  178 ,"R$ 40.342,03",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,STRING BOX,DC STRING BOX HXCB10-2/2 1000V 40A WITHOUT MCB
HXCB10R02103,MP,MP07,DC STRING BOX HXCB06-1/1 600V 40A WITHOUT MCB,UN,10102,7,  171 , - ,  171 ,"R$ 27.970,15",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,STRING BOX,DC STRING BOX HXCB06-1/1 600V 40A WITHOUT MCB
HXCB10R02104,MP,MP07,DC STRING BOX HXCB06-2/2 600V 40A WITHOUT MCB,UN,10102,7,  334 , - ,  334 ,"R$ 72.289,06",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,STRING BOX,DC STRING BOX HXCB06-2/2 600V 40A WITHOUT MCB
HXCB20R02001,RV,RV01,AC STRING BOX HXDB20-2P 20A,UN,10102,7,  54 , - ,  54 ,"R$ 7.328,14",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,STRING BOX,AC STRING BOX HXDB20-2P 20A
HXCB20R02002,RV,RV01,AC STRING BOX HXDB40-2P 40A,UN,10102,7,  256 , - ,  256 ,"R$ 39.986,30",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,STRING BOX,AC STRING BOX HXDB40-2P 40A
HXCB20R02003,RV,RV01,AC STRING BOX HXDB63-2P 63A,UN,10102,7,  131 , - ,  131 ,"R$ 21.664,30",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,STRING BOX,AC STRING BOX HXDB63-2P 63A
HXCB20R02101,RV,RV01,AC STRING BOX HXDB50-3P 50A,UN,10102,7,  222 , - ,  222 ,"R$ 42.209,70",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,STRING BOX,AC STRING BOX HXDB50-3P 50A
HXEDE081R10001,RV,RV01,MONITOR DE ENERGIA ELETRICA HXEDE081,UN,10102,7,  5 , - ,  5 ,"R$ 4.242,18",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,MONITOR DE ENERGIA ELETRICA HXEDE081
HXEM100R10003,RV,RV01,GERENCIADOR DE ARMAZENAMENTO DE ENERGIA IEMS 2000 HXEM100,UN,10102,7,  19 , - ,  19 ,"R$ 747.476,72",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,GERENCIADOR DE ARMAZENAMENTO DE ENERGIA IEMS 2000 HXEM100
JKM555M-72HL4,RV,RV01,MODULO SOLAR FOTOVOLTAICO JINKO TIGER PRO 72HC 555WP P-TYPE MONOFACIAL (JKM555M-72HL4-V),UN,10102,7,  154 , - ,  154 ,"R$ 58.905,00",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - PLACA SOLAR,MODULO SOLAR FOTOVOLTAICO JINKO TIGER PRO 72HC 555WP P-TYPE MONOFACIAL (JKM555M-72HL4-V)
LHE12DRR12001,RV,RV01,MEDIDOR INTELIGENTE (CONTADOR DE ELETRICIDADE) LHE12DR (LHE12DRR12001),UN,10102,7,  22 , - ,  22 ,"R$ 6.792,17",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS - MEDIDOR DE ENERGIA,LHE12DRR12001
LHE34DRR11001,RV,RV01,"MEDIDOR DE ENERGIA (CONTADOR DE ELETRICIDADE) TRIFASICO, DIGITAL, LHE34DRR11001.",UN,10102,7,  239 , - ,  239 ,"R$ 23.118,06",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS - MEDIDOR DE ENERGIA,LHE34DRR11001
LHE34DRR12008,MP,MP08,CONTADOR DE ELETRICIDADE INDIRETO TRIF. PARA INSTALACAO EM TRILHO MEDICAO COM TC DE 10A (LHE34DRR12008),UN,10102,7,  30 , - ,  30 ,"R$ 7.072,22",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS - MEDIDOR DE ENERGIA,LHE34DRR12008
LHPE72JR11001,MP,MP08,MEDIDOR ELETRONICO TRIFASICO DE ENERGIA LHPE72J 220 V ATE 10000 IMP/KWH,UN,10102,7,  4 , - ,  4 ,"R$ 1.631,06",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS - MEDIDOR DE ENERGIA,MEDIDOR ELETRONICO TRIFASICO DE ENERGIA LHPE72J 220 V ATE 10000 IMP/KWH
M1201000E2EYR11001,RV,RV01,CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD,UN,10102,7,  2 , - ,  2 ,"R$ 92.024,85",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,CARREGADOR 120kW,CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD
PCS-125KG1R21001,MP,MP08,CONVERSOR 125KW 125KW 380VCA IP66 EFICIENCIA ATE 99% OPERACAO -30°C A 60°C,UN,10102,7,  16 , - ,  16 ,"R$ 291.654,25",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,CONVERSOR 125KW 125KW 380VCA IP66 EFICIENCIA ATE 99% OPERACAO -30°C A 60°C
PSD1000R11001,RV,RV01,MODULO DE COMUNICACAO PARA TRANSMISSAO E RECEPCAO DE DADOS EM REDES SEM FIO (WLAN) PSD1000R11001,UN,10102,7,  49 , - ,  49 ,"R$ 5.956,69",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,PSD1000R11001
PSD200R21001,RV,RV01,"MODULO WLAN - WIFI + BLUETOOTH, 2.4GHZ 802.11B/G/N. TENSAO DE FUNCIONAMENTO 5V - (PSD200-F1)",UN,10102,7,  13 , - ,  13 ,"R$ 744,18",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,"MODULO WLAN - WIFI + BLUETOOTH, 2.4GHZ 802.11B/G/N. TENSAO DE FUNCIONAMENTO 5V - (PSD200-F1"
QNM182-HS555-72,RV,RV01,MODULO SOLAR QNM182-HS555-72,UN,10102,7,  2 , - ,  2 ,"R$ 677,72",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - PLACA SOLAR,MODULO SOLAR QNM182-HS555-72
RS6-555M-E3,RV,RV01,MODULO SOLAR FOTOVOLTAICO RENESOLA 555WP P-TYPE MONOFACIAL (RS6- 555M-E3,UN,10102,7,  82 , - ,  82 ,"R$ 29.419,97",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),PRODUTO,KIT SOLAR - PLACA SOLAR,MODULO SOLAR FOTOVOLTAICO RENESOLA 555WP P-TYPE MONOFACIAL (RS6- 555M-E3
SWC-G1R11001,MP,MP08,PLACA ELETRONICA PARA CONTROLE E COMUTACAO AUTOMATICA ATS SWC-G1R11001,UN,10102,7,  1 , - ,  1 ,"R$ 9.040,54",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,PLACA ELETRONICA PARA CONTROLE E COMUTACAO AUTOMATICA ATS SWC-G1R11001
TSR21004,MP,MP03,CABINE TSR21004 CABINE DE SECCIONAMENTO 1000A 380 400V,UN,10102,7,  6 , - ,  6 ,"R$ 245.443,98",-,LIVOLTEK - VENDAS,,Fortaleza (Eletra),,DIVERSOS,CABINE TSR21004 CABINE DE SECCIONAMENTO 1000A 380 400V
